sender_eth_address,receiver_eth_address,ether_value,timestamp
0x887550cfe5d33d1cad34cbf4f430d9721868c1ff,0xa1af4651ac3f7bfdd66bb30657ac479ad7f802bb,2.531923727,1611853200
0x2702ba6de36bacd45fd6ec9fb6f66acc62eb26d1,0xd94b99ce1b5be5b7feb06be683e6bc539b727c43,1.086013755,1611486000
0x06b0d4e9c7343bbd3b7102f83941f31e13569229,0x724d63db403dfd6fb96993b5c407b6fef4c996e9,1.75544067,1609700400
0x59a907b2ec52fea1e4fdf08a623c52b6c58be432,0x473f24cf6f10ca4cc6fc7a798aab069759fdb362,0.699123736,1610877600
0x300b92e861ec8912ac9d125886b235a41c52fd71,0xfcd451ab8e5b8a9259f4f8c9e0840976d51421d9,11.4631247,1609880400
0x221c04b3feca10dd2c5c19ec6a6a2d08a41e7b99,0x6345ef52837c3ef50df1e52a60d22db0ef37a66d,14.19833072,1613030400
0x667e440d8582f419f4eccfced7a17399e0c4c067,0x86e9bb22e4494bcf885aa697857197eca17126a8,3.209616448,1610838000
0xd48fa2d8dfae536f7545470fa6e99fa1ed80af95,0xbc62d938eebfec489c99b95744261ab2e1fec739,1.424924234,1609984800
0x4218e080ed656e2d2ca03b197266b850702a478e,0xda61ae934b0d3388cca9073341e04698bbc1b761,0.408908533,1610928000
0xea4a7e52565950263b368dacce1825308ae5f7ee,0xe495ac713da353a4473b567897d339ae42e11875,0.419336884,1611702000
0xe490da351c670c3a3c4dbb386c10805fee1f354f,0xd8bf092bcc9a6d01d58b8b7d210aa8cd4bf299a4,4.983704881,1611514800
0xe6f92acb2231fcc4294bc681895b5a2d9c834247,0x06e371fe71a7cc0c140b44f611ebe5dac92cc729,2.837093827,1612674000
0xb8816ed926bf9f83b010fdb44fa68822ff237570,0x15b463bc1f92897c84c4660bfed476a1d7190aad,3.148994624,1609491600
0x7b4db6953ee69899fc6bd4621ae4347b3e869cb6,0xc188614311974711aa2a97e7206324bff5fd0bbf,1.112977843,1610737200
0xb80e52f37e373850c91696207cc9daea9e6970d2,0x6d1d7ec2c516c3512ef230fc5a537f49d369e9f7,34.18053714,1612360800
0xce2e4f1a3911b70fffd64ea70a64369e1be00abf,0x11145221a508ea93d1cfb542c24341a04a027ea7,19.79874048,1610186400
0x7e9695d082d46e62e3967186fc75583aa48036ae,0xc69e9629d24b48c894bd45cc75daccfbdf580d3f,3.836901503,1610755200
0x9d3394cc2e76492e42f94f0f59ff33f713e109cc,0xa45f4c296b01adb8d3786045da79ec7cbd88fe35,120,1611039600
0x9bf5b119c7eeb16276d7d6a5c646008d4c424288,0x4f53dc204544b53db3ac7a7b26e44bc21c2e62fe,9.173070622,1609920000
0xcf7de0059c050fdc52dde7ce5cac0e472b545906,0x8e4e764c22c59a3232cebfee9aacb5c6322a2f8a,9.268450761,1610146800
0xb970c7859e45fc5831aa8f1f981b78b989f81f36,0xc8a2360c00b7c52f96542dff3eccaa0f841ba8b6,1.069662024,1610193600
0x851f1208d9a34f602d21740b10e58a64fbc2bb79,0xdc2198889208615a87ab557870e157e3b3c19f09,1.257080182,1611896400
0xee580315e38d20aca0b884e18cbc7ca9956b5ee4,0x7e334823946485255eb9f062004d9911b39eabbe,0.213498761,1612414800
0x2038f8e0aefff65d667f79da1bbb33cea9bc7fdc,0xf1c1c52add928f4d6b41aa78a113ce7446fb3b83,3.20475745,1612087200
0xe82c13f32f1434cbb7afe189f07b41749ed9cd26,0x7f2c50c23427464df7022992f58cfb54b01fa0b5,1.578587964,1612965600
0x86ff504badea203cf11277be6583b0766fe2398e,0xd168b4b5c9a2c94cfe4275c2090ca9b19f4600f3,3.420819865,1609848000
0xf11f995ab0ac3bf9af411e665f0bcb289017689b,0x2fdfdf39ca69feb05cff5711026fe768e77a1056,12.23655427,1611867600
0xd1f8254a1de630c356e6d62f5c73c71e98879dc9,0xda524ea399b8807e84393184a2588bc473466c67,57.38180187,1610002800
0x580c4a60d35194a9055cee3c737ec74ce3bc1ae2,0x57b9397e21547e0fab926cf9db39f4700b6ecb83,33.0949669,1609596000
0x0715e54f72fc9e36ef6fcbd71ab1f3fc9c89b8cc,0x36fd0014ead95108cef67d5c873410d52a3d057d,16.00649666,1611237600
0x044da6d73632e53d2ee84cd6bd59fe46a591ccc2,0xe1f981c1ccc72de26e9565d817a5ede355b9274a,28.42433395,1610845200
0x3bc4d051d4e5a78cebf54b31164f6ca00f417de2,0x5c553428dea1a609b61404a30bd06c29ffb88db9,29.37012496,1611475200
0x122765e99a380ae1ed32046145a60637c3584db3,0x62a0ae27f4e2d75e2d405edbcd8b6eac75a4eb56,3.322154921,1610420400
0xf2f4c295f1551555bcd46ceb4a0b821957131bb8,0xbe60fd0e9c100dfd939bfb202023acadd722c8a8,0.520552377,1612328400
0x810cb59a72b908cc027d2fc370cc50d0d7a3b096,0xd8252095f42dd31b99cd3f32508a9f22b267104f,1.963946306,1609869600
0x4ed6ddfe51f243da57723f01c8eb991b5df65787,0x8162088ba3863b1fc47995fbdba43afe5cfa2108,0.540886429,1612076400
0x540ddf059b6990f8e341db9c7d12ebe81d5b36dd,0x056459f707bca11717488df7d86f75e8f121e52f,6.696066669,1611316800
0xdb3c65f91e79f84935f7ae29aa0f3e30824f5752,0x6ee28347ebed27dda07dceaaeb975485e0b50525,0.654116403,1610161200
0xd2e115b01d52e307c662f992d1b066bf16c70862,0x1b7b3f81d3ccee0258a0e4b1634712a49342fcfb,0.075115583,1609614000
0xd336fbe99a8a1ca5997fc447059c8b5e6f3b908b,0x5e49c965deef3a9860736a1fb201a41c555baffd,1.520856335,1612368000
0xa857887b972c21f0f31dd1caa430ee8d34617af1,0x6122009a588ad0b653a2894733ff552e1a818bfa,1.284959839,1611860400
0xb0b704e55c4f2e4b7d1f587da77ec67c5117a05c,0x37e4b593529b05dcf09b2b76799196d30a24d971,1.7067832,1610067600
0x0526744b179fc09800063b64fbfd69d63171f848,0x98bcdafa1268de2e97ae7b3ac5afb7b810492ac5,0.202130447,1612170000
0x3a9b6dc4c297104a3af9e6ec8f5a0ef7132514af,0xe4dc39510cf6c365a8b95268da9bbc5673430561,23.88595345,1613034000
0x22756801e8f4308ac83f89c0e403ffb4da215ac2,0x26d2c5ae5f019aba51efdcf13bcd75d7e3a26ef6,1.724369639,1612638000
0x7b0d8bf9a8eba8cfd53c1a360d82cc3b4bc234b0,0xbc92a77b67025bef66a5ecbbba3480144b679554,1.200766639,1612530000
0x1591bc628fa47a5db97ccab224a9279cbd71b39c,0xf4bed825abab64b79f5fffb5c67bc168c0cfeb06,19.60006655,1610748000
0x1b207f5fc175f6a062ab753a7891fe5449a2b7d7,0x9a3ddfc1d90ec69a2229bc215d9209cc8f559819,2.331544962,1610848800
0x4d7061668536631ca8d74d40a8ad9a7495b9af9f,0xddd258928b8e01a3daafb6fb1649e6db8822c64f,14.50570728,1612933200
0xa4c89343dcd7fc7e20511272f69d98c70667f949,0xfbc519426bb04b2a1bb293eea1121d510f79e313,16.52320679,1611849600
0xf8ea48f85a096d586dbabc3615e5f1d377c7701b,0x14de75fb854072bc16a1de0aeec15100d375f355,0.315272515,1611064800
0x45e6082390ca9211d072f25c7ce883d41a872abc,0x34ed71929bc4abb8f9a4ed8f394e834433a4b5f6,12.71044005,1609657200
0x5d35c3b7aee27c157058fec991ac014506a3ff8e,0x1dc93267250410c69341f7eac9d26a090d60b887,1.236934968,1612411200
0xe986947185c8f12b70e9eee66c0f8739a41cf8eb,0xd3ceab5aa55e14652ab4cf7a4b928a2157507087,0.937188497,1610100000
0xc3eee75d9b6d71c9da7262e6daebc19522ef864b,0x1ba98b399cc07362ab8ec442a821ac8bb89bc33c,0.173121698,1609570800
0x15c64022bd3d9540e5dd8a07f72fec8acca72942,0x14fbba324691cfc5310749f17261c6e3ff904bdb,0.035842341,1611720000
0x37ca88729faa3f0845f2fa97e609b498bab57909,0xb31bc9cf3b74fddeda9975fb943989d49fea5e6a,120,1611140400
0x9c516c2e09289aae5a53e7468ccfdff4ad4d3512,0x81095bee00d6133159d1b730f6e5bd5a29659982,42.55444746,1610938800
0xe96543e6bf44e014c2dc1dd33332cb68b43a1146,0x8b3486d35a008e7ecf0cea1c30f14f75e5312c55,1.198389119,1610406000
0x43049f43593d66120783585dbbb8e37834d7b9d5,0x6d6f6db0a4ba06cc7602e9f2e63b2f5b9594be52,0.53205301,1609815600
0x311354e0fc90e5226cc00dc92d70f9c38d397626,0x941c9969c1f6d5bb33fb58955a04e0ad893185da,3.029196903,1611817200
0x9dfd8386a5e4a81dcadb1abe8b27afe87f3b03d8,0xb9fea767a896eef2fe80d75a285e6fa1002a276e,1.976926147,1610251200
0xbced7600c4ed7df9a27239623f7383cd3c4068ff,0xc9ba2c534a849fea71fbd5aa54e5d4f1402d6372,5.27436441,1612357200
0x0e8522dd90c71b06da8577868e8ba05b798e3c1a,0x010cbb5a37a4d94aa7a9552c59cf61259f8c8778,3.40582033,1612249200
0xb6641a5923c9ba1d1b7795c473a34001d76ee984,0xbe6291cbbf96f0123e4f3e920e6b95112779e99f,3.38175992,1610575200
0xc354fd8f983cd3b79e31ccde104fe584c552fb30,0x062302ddd6d5c0e836f3640e3e255f0ddfa1cb1b,0.412118527,1611129600
0x689166a62b60904fe18e6f33143fbc0b72fd5386,0xa574aac25e792bcdaa48dd9ee92cba1acd7ddd6b,3.221804612,1610485200
0xc3d41c362dd0fc7756e9a14b6e80e25d6503579e,0x02381f6f8b934bbb93b677edde2f15b0b8f67644,1.149330031,1612036800
0xb970c7859e45fc5831aa8f1f981b78b989f81f36,0xc8a2360c00b7c52f96542dff3eccaa0f841ba8b6,1.069662024,1610193600
0x21e2335b6b3f958d5d20a99c4f99279e0a122b74,0x5e179e41dd62d4a8f0e1f4d30df680781c05d614,57.41523923,1611669600
0x101ecf4881126a20ddd520dfc3c00b1971a1eaaf,0xa9c62b391bbaded9cbc16103ed5f99300806abbb,2.774589161,1611496800
0xd2929fcff17771ec8a6b4678158c510b2a469928,0x4cc52e944a393bc75a1115b0203c0f8abac5d7d1,0.621867933,1612267200
0x0263e1d4fe4e1eea593d02d896c5d0f8c80dcce5,0xa7b4344dc92337459187794f4e2caf18e57349f4,17.33702984,1612339200
0xd383cfb4fe71bad25b63de06b80d0096fa8f2782,0xe5a4e1605d32eac0d5c6a0a06ab56ec778c86858,1.160652413,1611946800
0x01c357cf202b24abb3c38632525acaccb85b3e4c,0xf28f67876e8a0ae3347905897fe1641a01a95ab7,3.873669391,1610211600
0x3c61b2f5a7e03e01f7581f288c5de24e169a7571,0x96728133fe59528a4ed1527ec24e3317235e8edb,8.268768813,1611288000
0xa7cf43c880174f60b9b4ab29bbd118c3f369f9c1,0xc0c360b7fdfa17eac370eb4862f396d5cc32a19b,8.694518672,1611014400
0xd12d3f5c7f996311e352544174a16cfe88068501,0x2edb96c6c528dafe12d061978fbad15ae0748216,2.552312186,1611489600
0xb00d015b9a4a1786bdfefeb83c64f42f8c945296,0x7363c7dd219566f5fa7b5e5f2bf1e650110243b1,0.906278646,1612051200
0xb08d4355176f04fb531cd3061c1841a880a23d69,0x5f9ee0e74c54942d34aa1513bf03d6edf7120ef6,5.708299411,1609754400
0xbe98af90fff217615e279c29df8f042591856480,0x66b6b2f052fcfe2e2e8bfe3429ceb0eb3e0aa66e,0.624934568,1610528400
0xfa7dc6ca801c2cbc433e77a609e30fad422316bc,0xf90019da2d1372310d76917c9260bced28e30ad5,0.882927076,1612850400
0xbcdc694f358570bd5dd12513545e57845551f30d,0xcb8e6edad3bf08955043ea06321749849b0d9447,4.485592178,1612998000
0x170f9024d53f66111ede1c8d4a74fca405f3e2f5,0x01b77b915abaa606ba78d727253679593769e7c9,1.093880366,1611410400
0xa99bd87a3b6928931941d9f5a90d532168b2f58f,0xa2c6527f0472ac9ab59a181429fb886948619099,15.74864758,1610917200
0x8746200ea170fab48b816a0258916e3125f98f79,0xc1bc2a97a16b5b93ae3e2df52e8331f16425502b,12.52446504,1611680400
0x0325886eb8748d64fe7e6890ec8e600478b5bc9b,0xcdc3904652c6f34a61335ba63900402822c84b79,0.634428387,1611349200
0x4527fc0530e68c335be2cb56a9926d2cc1bd93b7,0xc277f9a13700fdd3a1f07132e172e89482b4d9f5,1.478483792,1609538400
0x980dcf3ef007ddcdaeff10fa732cb3fdfa40eda0,0xc07133d7a16284dbe7e4089ab6ff3649d8135a40,3.667311889,1610708400
0x71532a59ce8199945361610a417bbb703d84ba9c,0xa669ed495c2a19ce81d087768af2700aceef5eb7,5.257560241,1612753200
0xfb87517bd37e637aaba1856902d94eb6084cb269,0x1ddcb31d321129b363a63272ae71cd2325897319,10.58523501,1612958400
0x9fb74ba617a570e0b67c24fb0647c786a0c27270,0x67493520a3830d36295ed0a32d0f2e345115f402,0.510351702,1609779600
0x89c985a8d2e3c53064de7847c006e54de4d80716,0xd0f07825ed256427fc40be82126bab971dc6a486,3.03115883,1611986400
0xc5751c6111ae0dfa0df6fecfddedb4af20a95a08,0xd45787f290acbc4610f32301023c0f519bca47bc,56.21062262,1610787600
0xdd7262700d598bd35fb4be058eeb2ae2d1c392b1,0xe49f8a97b53c3c8dbc3c6d514289093c38df010f,17.70997915,1611324000
0x53af06d9ab586c61bae8985c203dd2db02fdd3cc,0x86cd23f6fa753b19708e72939f31bfa94cb2baf0,3.287466802,1610222400
0x390a33871c656a3dd4581a8903b48e53f1ff4f77,0x123228be370fc5e046cb08ba85ed118fcdd3e5c9,0.080935946,1612396800
0x0b8189185a8c55cad1726420721f03c7c2d038c0,0x28d6661a397b1c397efbf2b5b177bc02de166f3b,6.948217433,1610269200
0x26ef0fef53f004d496cb3d8364ef457e4e25dbd1,0xd6813b74a424fc637da5553de29551d98f339cba,9.748527646,1612148400
0xce8602cbd8eb08705459bcfcce4f54ab4322381e,0x8711c4443f7a40f9d4030550b7d31cd0fa269a97,14.60469624,1609542000
0x63ac1cf6c404bb2657c418da75c968625aca6123,0x0a05a532d85020214e26761996926ef01b9f08cc,1.098957988,1610632800
0x3941cac7384c839487f202f3106f76df4b06c682,0x1bba3f398e96d6ba0a42f2537d37dbfffebf324b,0.440262193,1609527600
0x34eb24b24ad4580b9d50517a29d55e3419e97f96,0xc3e44dfea167d13ebaa2f34f51958bba7eed08ba,0.457328133,1611460800
0x4725e4f7379de18cf8ed99c5f33c5456687cf5bf,0xe4155b1cfc3f6ff00daba56b4eb97a3f26d30a74,4.921084499,1610470800
0xf0c94a53626d060ca0113c0313f3880463b41269,0xef68eaac2654e832ca2f1027b517fc4b3d0bc03b,1.042443758,1612688400
0x5ed40888ea7c9c20abb76c496938a9d1884a0699,0xc77b476c2e3abc635b1b12962b2cd3e95057bee7,1.090456781,1610474400
0xc3eee75d9b6d71c9da7262e6daebc19522ef864b,0x1ba98b399cc07362ab8ec442a821ac8bb89bc33c,0.173121698,1609570800
0x43479ed3a3e262b2a944d5f7f95effb0e7f7881e,0xa4ecbb10f8e4193260e9bb36a9c433abd17fbf31,5.778815872,1609783200
0xbf006f0ff5155ba2e7a3c630548edde8bac7e6d1,0x5ea4c7e04242e3a81d9b0b37c4892c8f0e18d894,0.790030827,1613001600
0xee8293c5742538c2366bb35bc25b171a68076555,0xebeb5cad90e88ff03e71ccac79cbdc88d083bb7c,0.523595959,1609866000
0x08cf4993ba7e4d62ef7728d707bae35fdcf9846c,0x336514456ba7b9de7a4197523b0231db57fb5928,4.678990988,1612112400
0x0928b286c90948bee284895f86676b8a8561e8bc,0xa532292b788409408c9ce7611d38d8d7aef4d6b8,4.249799935,1610672400
0x5e066fd9937533f1d1bd347e5de3ca671b6ed117,0xafc13b4c60d792da53d49be51ce2e77097a199c7,5.407508761,1609923600
0x064337aacd5fdb0d97cd15805f79c145423638ab,0x9846558417ead2ede8d4d0e3807788c5c4bbdd68,7.758413577,1611205200
0xecff91f847c3d89612d141f4c81866d47f6515d1,0x0f44a802f23bfc6e6e94d861b2af6468827c5c3e,0.172363605,1612108800
0x0e33b9a16ce266053a7ff723e0916edfabe6c898,0xbc426ff304a7eb3e6e78ae8456918ff0d55d61c5,5.933599591,1612566000
0xda309f77c725bb6f848f59f993cf00d94cd2440d,0x246c171337a0b8535cc5cd8adb37054f237faa9a,0.940995268,1611392400
0x7ac5480454556f3daddde768622e7437e513ba3e,0x88bf957825466805f439bfad039a6f30900a946f,2.786881161,1609578000
0x98b3c36da8600330591a47e2f86804bc233ab69a,0x41a311b73bd36388bdd25e623d0a869f6e8bde57,0.521895409,1611597600
0x248bdd26ffb03367046b3c33b561e43edfc26ab5,0x2674c74864c847b38b55d2c23050af3ec6b57389,0.793459889,1609768800
0x16ce4c06f6953bfc7bfa11f1250a19e1db02f96e,0xfb61a4bc386d8acc961b1140c6138791df33114a,9.467485507,1611932400
0x87e41576f73fd2f61d4c603e15b062b0e76162ec,0x5db6ba0f90f6b35581336f04da31f48e7f8696dd,2.245591284,1611676800
0xb00d015b9a4a1786bdfefeb83c64f42f8c945296,0x7363c7dd219566f5fa7b5e5f2bf1e650110243b1,0.906278646,1612051200
0x87adb98153d34bf2d07429fd660b8e14cd4d7d7d,0x54cbb5ca74cec36bd4f3d4fa37f70fdb2a3f1dc4,1.61511138,1609790400
0x49e85aa0c0182e04f65b04e4524644499204d8d0,0xbfade8e6edae7687d31dca4f13db145a0eb71df4,3.577288693,1609552800
0x33a758d9d6632763c30fa60993ad2a2b03d0dcc7,0x20836f82f49ac24a1f3b12e4829533facee99c4e,1.336042057,1612011600
0x7e5a53a4fd122dba4d454b57e13cf5b40821864b,0xe8b56663ccee1169f696c72ca45c7792bd35393e,10.40075395,1611352800
0xcf3de2673fc1b9d207e2b969494d6e8b40990e1f,0xfe4d837bd24e7e9b60b311ce6bb22ef550eee0a5,0.715127726,1609513200
0x5baf3038092ee46852c6ed32d6aa63b6ad10bef1,0x4f96b1c1b9d8f3421d973db0cf55117a6d19e0a7,4.473240805,1611356400
0x310cd70dca039b9e58069a4bef7d633558b4741e,0x3e0ae70cb262c742447b85f9f21a286eaa8ce579,2.892483379,1610413200
0xa205179469b1c7130e4808ae7562de04dbb1d47a,0xf60a1475ddccf6ee2582dccc5649c77562c6639f,7.568958282,1609585200
0x927717acc0572f7b0aaf8cac8493ea5b64ac982e,0x29b1e2001d2c87beaae8664f634b0a3211707850,7.159343017,1609664400
0x94b6f2f91c64de0084068a09dc3d2467c16dd067,0x7bb1d030123ffbb5f78e30d4f48549947a040e6d,11.68470363,1610546400
0x9c46c4fcc0a67c6afdce37fe498bb94ff0b8b453,0x6018408074dab501614a84b2ac569da9a7e2a393,12.50166739,1610388000
0x119e8d34ca859b886db984f4b793866ce236aad4,0x5739a1d34848874db14a0716ea1badd49ff65dc4,1.121907316,1611561600
0x09dd5b4092ea6b8c8e520291a474f02b464d946c,0x588b7fe0ffb9912a4f4c97117081b424b7758610,1.877068483,1612825200
0xb66a3ca02f4b16d996b94ebf9e5033a7e10654bc,0xbbd8a5a7f8aadf114d4b9919383041d5066e3824,5.115476082,1612497600
0x319f1b270d65d18cb4126690e9daab357f2fd277,0x0c2a718d3efdf69b6b76a3cb64eb9629a661768b,4.063522911,1612594800
0x5a0ef73ed1061c33c9e0105fc20b7dbd39691e55,0x1e31e21d7447ae7c646cf02e2152fe32634d63fd,0.312782817,1612400400
0xe20e351108213f50887531f76bd32e5ee016a2dc,0xa409d2a50ba0281eb525faa6cc6d12f37408016a,8.074614575,1612605600
0x2026c6a4d0a7979b9c9192303f42dae9f1c576ad,0xa2d53f6f6c83d777d75759dd1ce256d303f57cbc,0.412072696,1611345600
0x653d16b98026fefd8c46e963417bee01b265d6a4,0xd5506df450632bace384fb47e62ce0bac12a007c,0.494793716,1612508400
0xda4c8b89cbd0dd7fd0f16e70e26c877e89270f7c,0x6c9c969cf23b33f859f8b36cb9ebbf8f92c25703,2.651696478,1610978400
0x59a907b2ec52fea1e4fdf08a623c52b6c58be432,0x473f24cf6f10ca4cc6fc7a798aab069759fdb362,0.699123736,1610877600
0x24329c4a7af30a672516e75547093e3223a0daca,0x34339ee05d9d966765be72823c9fd5bdb72c9544,13.02340295,1609632000
0x334d2206a9d01c3c34a1301099c3369aa8849005,0x2ff019425eea75f98e5d4315ff1f40294cc6766a,0.428914671,1609970400
0xbfbd0a923f1cbaada03e6f9a55a8de1340775b47,0x13746174385ed37f2dc916dbe339810e6eb721f3,4.566389237,1610622000
0x50460c0ccfe5e6545cdf28e41ddb99f620284623,0x4a03904c37f07d7f08c8506680de7dbca76b50a9,0.308313844,1612335600
0x5768d1bf83ae264c4bc155b346d754b26724a199,0xe2721cc88821dfd31f7901589b4427b59fbf1bb4,7.644556151,1612778400
0xb5cfc33da6df2a258040022325be3707a0a0608d,0x85727a8635f511a4049e227a220d7ced995a72da,1.803299372,1612159200
0xb53e1f7386b13428c41a2de8618d3c8ec1eb9fb3,0x8c0d4e94002865833244bd96f6e536d1cbf86191,1.923614335,1610395200
0xa5257b5ffbfa42045d5d52e3e2176a7c5aebed60,0xf4443abfafb6f19c3a29c7623cd3bf96f7370c86,0.928059118,1612544400
0x687b10f66d742b75a2024ed20496ed6a8ee99bc2,0x5d044665ee71dcfc69e63b9133bb5d62e90280c7,1.033166207,1609473600
0xda0ec0734749f3b5ceb4d6fd96c3bc4c2e3ed32c,0xc3a78ddfd01fb30a5febf4c6b5dd24281589641f,0.617140161,1610175600
0xe7d76cd2a105c8248dd86d3a1130d3bda5f56481,0x707b8064cd73e16c67d8d524dd29ff846966b933,1.732203093,1612828800
0x4b5146d85bd93286adc5f6e7422c170b728bdba1,0xeea5150aac1b2490fb9cdccf44326a6062c2e5e5,2.391666581,1612260000
